Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/SearchParameter-observation-patient.given.json	502	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	29	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-person-gender.json	479	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	26	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-observation-category.json	463	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	6	28	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-requester-identifier.json	560	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	26	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-requestor.json	520	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0
fsh-generated/resources/Practitioner-7a9e2727-11ee-47ae-8af5-1dcf5337f7c2.json	705	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	32	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-requester-name.json	508	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	30	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-patient-name.json	536	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	22	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-patient.json	449	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	23	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-location-address-state.json	472	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-subject-name.json	488	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-serviceRequest-patient.family.json	526	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-subject-family.json	553	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-person-address-state.json	460	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-patient-identifier.json	546	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-condition-onset-age.json	454	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrsmedication-dispense.json	9458	31	0	0	0	0	0	488	0	225	0	0	1	0	0	0	0	1	0	0	366	1657	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-OpenMRS-observation.json	6203	30	0	0	0	0	0	559	0	308	0	0	0	0	0	0	0	0	0	0	387	1534	0	1	0	10	0	1
fsh-generated/resources/SearchParameter-serviceRequest-occurrence.json	487	2	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-observation-date.json	443	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-patient-identifier.json	1417	6	0	0	0	0	0	68	0	58	0	0	0	0	0	0	0	1	0	0	71	367	0	0	0	3	0	1
fsh-generated/resources/Condition-a6867095-e2b1-4a68-9aaa-0d161a37ce9c.json	617	3	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	7	12	0	0	1	0	0	0
fsh-generated/resources/SearchParameter-Encounter-id.json	434	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-patient-birthdate.json	427	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	23	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-patient.given.json	550	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Practitioner-address-postalcode.json	535	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-Practitioner-id.json	460	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-subject-identifier.json	505	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-id.json	500	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-subject-name.json	503	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-Encounter-lastUpdated.json	484	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-id.json	445	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	89	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-subject-identifier.json	505	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-OMRSMedicationRequestExample.json	1700	7	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	22	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-type.json	445	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	7	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-location-address-postalcode.json	507	2	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-AllergyIntolerance.json	5652	22	0	0	0	0	0	201	0	166	0	0	0	0	0	0	0	0	0	0	419	1684	0	0	0	7	1	12
fsh-generated/resources/SearchParameter-MedicationRequest-requestor-identifier.json	561	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	13	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-Encounter-location.json	471	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Practitioner-address-city.json	493	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-value-date.json	495	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-observation-has-member.json	473	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-subject-identifier.json	568	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	48	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-lastUpdated.json	498	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	15	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-participant.json	487	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	8	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-patient.family.json	547	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-subject-identifier.json	561	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-patient-identifier.json	532	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-patient-name.json	423	2	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-patient.given.json	488	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-manifestation.json	543	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-patient.json	439	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-serviceRequest-requester-given.json	546	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-subject.json	464	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-person-id.json	401	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-patient.family.json	491	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-subject-name.json	551	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-location-contact-point.json	1134	5	0	0	0	0	0	63	0	38	0	0	0	0	0	0	0	0	0	0	61	315	0	0	0	2	0	0
fsh-generated/resources/SearchParameter-person-address-postalcode.json	487	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-subject-given.json	554	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-encounter.json	458	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	16	10	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-clinical-status.json	554	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-id.json	410	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	10	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-patient-address-city.json	459	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Practitioner-identifier.json	490	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-person-address-city.json	452	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-group.json	3263	14	0	0	0	0	0	161	0	131	0	0	0	0	0	0	0	0	0	0	319	811	0	0	0	5	0	0
fsh-generated/resources/ServiceRequest-caec0cba-3802-4b70-a6dd-2eb064450763.json	660	4	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-immunization.json	8338	32	0	0	0	0	0	335	0	310	0	0	0	0	0	0	0	1	0	0	409	1706	0	0	0	11	0	1
fsh-generated/resources/SearchParameter-Encounter-participant-identifier.json	516	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-Encounter-address-city.json	472	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-patient.family.json	492	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Practitioner.family.json	491	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-serviceRequest-requester.json	520	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-subject-name.json	523	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-clinical-status.json	509	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-1e2edf7a-89f2-4694-8412-49c99770aed6.json	1458	5	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-subject-identifier.json	540	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-condition-occurrence.json	452	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-severity.json	513	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-requester-family.json	550	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-Encounter-subject-given.json	491	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-requestor.family.json	562	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Task-owner.json	415	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Practitioner.given.json	487	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-condition-subject-family.json	497	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-patient.json	4427	16	0	0	0	0	0	274	0	240	0	0	0	0	0	0	0	0	0	0	265	1212	0	0	0	7	0	1
fsh-generated/resources/SearchParameter-Encounter-patient.json	442	2	1	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	6	12	0	0	0	1	0	0
fsh-generated/resources/Location-a3b793f0-eb53-4cda-92ce-fe0a77106252.json	1023	4	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	1
fsh-generated/resources/SearchParameter-condition-patient.given.json	487	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-patient-identifier.json	505	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/Task-e8f8d71a-6c14-4105-b6fe-30f3cf6b7dc9.json	696	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-patient-identifier-location.json	1635	6	0	0	0	0	0	41	0	29	0	0	0	0	0	0	0	1	0	0	47	226	0	0	0	2	0	0
fsh-generated/resources/SearchParameter-location-tag.json	419	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-encounter.json	4399	15	1	0	0	0	0	371	0	362	0	0	0	0	0	0	0	1	0	0	392	2056	0	0	0	11	0	1
fsh-generated/resources/SearchParameter-AllergyIntolerance-id.json	506	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	1	0	0
fsh-generated/resources/Medication-f49e4247-528a-4cfd-8856-de161d03fa76.json	827	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-concept-code.json	460	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/Organization-e05c3693-4bcf-4e14-8900-86582265c659.json	152	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-subject.json	484	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-patient-gender.json	486	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-value-concept.json	524	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-omrs-practitioner.json	3719	13	0	0	0	0	0	140	0	120	0	0	0	0	0	0	0	0	0	0	182	655	0	0	0	4	1	0
fsh-generated/resources/SearchParameter-Practitioner-address-country.json	514	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Task-id.json	394	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-omrs-medication-request.json	6974	22	0	0	0	0	0	332	0	274	0	0	0	0	0	0	0	1	0	0	381	1206	0	0	0	10	0	1
fsh-generated/resources/SearchParameter-location-partof-name.json	488	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-location-address-country.json	486	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-onset-date.json	466	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-patient.given.json	543	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-serviceRequest-code.json	472	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-person-name.json	406	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-subject-given.json	491	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-condition-subject-name.json	488	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-patient.family.json	506	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-subject-family.json	532	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-lastUpdated.json	475	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-person-lastUpdated.json	478	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-participant.family.json	517	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-medication.json	515	4	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-patient-address-state.json	466	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	1	0	0
fsh-generated/resources/Group-bc572131-c234-436f-9194-00287759a3e4.json	622	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-subject-identifier.json	520	3	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-encounter.json	470	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-subject-family.json	512	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-address-postalcode.json	514	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/Person-68f44d7f-eb5a-40e9-aa4d-0cc0cc522866.json	876	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-subject.json	449	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-patient-deceased.json	480	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-lastUpdated.json	554	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-participant.name.json	506	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-condition-code.json	432	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-subject-name.json	544	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-patient-name.json	481	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-Condition.json	5180	22	0	0	0	0	0	204	1	263	0	0	0	0	0	0	0	1	0	0	299	1178	0	0	0	10	0	0
